País;UF;Mês;Chegadas
Tailândia;Rio de Janeiro;Agosto;108
Tailândia;Rio de Janeiro;Setembro;58
Tailândia;Rio de Janeiro;Outubro;43
Tailândia;Rio de Janeiro;Novembro;54
Tailândia;Rio de Janeiro;Dezembro;23
Taiwan;Rio de Janeiro;Janeiro;41
Taiwan;Rio de Janeiro;Fevereiro;56
Taiwan;Rio de Janeiro;Março;228
Taiwan;Rio de Janeiro;Abril;20
Taiwan;Rio de Janeiro;Maio;80
Taiwan;Rio de Janeiro;Junho;26
Taiwan;Rio de Janeiro;Julho;27
Taiwan;Rio de Janeiro;Agosto;33
Taiwan;Rio de Janeiro;Setembro;34
Taiwan;Rio de Janeiro;Outubro;60
Taiwan;Rio de Janeiro;Novembro;78
Taiwan;Rio de Janeiro;Dezembro;58
Países não especificados;Rio de Janeiro;Janeiro;2
Países não especificados;Rio de Janeiro;Fevereiro;0
Países não especificados;Rio de Janeiro;Março;1
Países não especificados;Rio de Janeiro;Abril;0
Países não especificados;Rio de Janeiro;Maio;0
Países não especificados;Rio de Janeiro;Junho;1
Países não especificados;Rio de Janeiro;Julho;0
Países não especificados;Rio de Janeiro;Agosto;0
Países não especificados;Rio de Janeiro;Setembro;1
Países não especificados;Rio de Janeiro;Outubro;1
Países não especificados;Rio de Janeiro;Novembro;0
Países não especificados;Rio de Janeiro;Dezembro;1
Alemanha;Rio de Janeiro;Janeiro;3391
Alemanha;Rio de Janeiro;Fevereiro;4787
Alemanha;Rio de Janeiro;Março;5741
Alemanha;Rio de Janeiro;Abril;3729
Alemanha;Rio de Janeiro;Maio;2316
Alemanha;Rio de Janeiro;Junho;2304
Alemanha;Rio de Janeiro;Julho;3060
Alemanha;Rio de Janeiro;Agosto;2848
Alemanha;Rio de Janeiro;Setembro;3541
Alemanha;Rio de Janeiro;Outubro;3972
Alemanha;Rio de Janeiro;Novembro;3754
Alemanha;Rio de Janeiro;Dezembro;4384
Áustria;Rio de Janeiro;Janeiro;425
Áustria;Rio de Janeiro;Fevereiro;593
Áustria;Rio de Janeiro;Março;568
Áustria;Rio de Janeiro;Abril;306
Áustria;Rio de Janeiro;Maio;287
Áustria;Rio de Janeiro;Junho;218
Áustria;Rio de Janeiro;Julho;475
Áustria;Rio de Janeiro;Agosto;354
Áustria;Rio de Janeiro;Setembro;289
Áustria;Rio de Janeiro;Outubro;401
Áustria;Rio de Janeiro;Novembro;513
Áustria;Rio de Janeiro;Dezembro;581
Bélgica;Rio de Janeiro;Janeiro;443
Bélgica;Rio de Janeiro;Fevereiro;529
Bélgica;Rio de Janeiro;Março;593
Bélgica;Rio de Janeiro;Abril;564
Bélgica;Rio de Janeiro;Maio;298
Bélgica;Rio de Janeiro;Junho;409
Bélgica;Rio de Janeiro;Julho;1033
Bélgica;Rio de Janeiro;Agosto;493
Bélgica;Rio de Janeiro;Setembro;538
Bélgica;Rio de Janeiro;Outubro;395
Bélgica;Rio de Janeiro;Novembro;494
Bélgica;Rio de Janeiro;Dezembro;499
Bulgária;Rio de Janeiro;Janeiro;68
Bulgária;Rio de Janeiro;Fevereiro;122
Bulgária;Rio de Janeiro;Março;157
Bulgária;Rio de Janeiro;Abril;60
Bulgária;Rio de Janeiro;Maio;43
Bulgária;Rio de Janeiro;Junho;67
Bulgária;Rio de Janeiro;Julho;29
Bulgária;Rio de Janeiro;Agosto;40
Bulgária;Rio de Janeiro;Setembro;50
Bulgária;Rio de Janeiro;Outubro;65
Bulgária;Rio de Janeiro;Novembro;162
Bulgária;Rio de Janeiro;Dezembro;212
Croácia;Rio de Janeiro;Janeiro;72
Croácia;Rio de Janeiro;Fevereiro;50
Croácia;Rio de Janeiro;Março;72
Croácia;Rio de Janeiro;Abril;177
Croácia;Rio de Janeiro;Maio;195
Croácia;Rio de Janeiro;Junho;120
Croácia;Rio de Janeiro;Julho;37
Croácia;Rio de Janeiro;Agosto;42
Croácia;Rio de Janeiro;Setembro;38
Croácia;Rio de Janeiro;Outubro;30
Croácia;Rio de Janeiro;Novembro;79
Croácia;Rio de Janeiro;Dezembro;82
Dinamarca;Rio de Janeiro;Janeiro;372
Dinamarca;Rio de Janeiro;Fevereiro;491
Dinamarca;Rio de Janeiro;Março;407
Dinamarca;Rio de Janeiro;Abril;449
Dinamarca;Rio de Janeiro;Maio;254
Dinamarca;Rio de Janeiro;Junho;268
Dinamarca;Rio de Janeiro;Julho;583
Dinamarca;Rio de Janeiro;Agosto;304
Dinamarca;Rio de Janeiro;Setembro;363
Dinamarca;Rio de Janeiro;Outubro;472
Dinamarca;Rio de Janeiro;Novembro;457
Dinamarca;Rio de Janeiro;Dezembro;623
Eslováquia;Rio de Janeiro;Janeiro;83
Eslováquia;Rio de Janeiro;Fevereiro;120
Eslováquia;Rio de Janeiro;Março;78
Eslováquia;Rio de Janeiro;Abril;84
Eslováquia;Rio de Janeiro;Maio;38
Eslováquia;Rio de Janeiro;Junho;41
Eslováquia;Rio de Janeiro;Julho;67
Eslováquia;Rio de Janeiro;Agosto;37
Eslováquia;Rio de Janeiro;Setembro;47
Eslováquia;Rio de Janeiro;Outubro;54
Eslováquia;Rio de Janeiro;Novembro;210
Eslováquia;Rio de Janeiro;Dezembro;82
Eslovênia;Rio de Janeiro;Janeiro;30
Eslovênia;Rio de Janeiro;Fevereiro;67
Eslovênia;Rio de Janeiro;Março;53
Eslovênia;Rio de Janeiro;Abril;23
Eslovênia;Rio de Janeiro;Maio;16
Eslovênia;Rio de Janeiro;Junho;19
Eslovênia;Rio de Janeiro;Julho;30
Eslovênia;Rio de Janeiro;Agosto;24
Eslovênia;Rio de Janeiro;Setembro;24
Eslovênia;Rio de Janeiro;Outubro;40
Eslovênia;Rio de Janeiro;Novembro;49
Eslovênia;Rio de Janeiro;Dezembro;42
Espanha;Rio de Janeiro;Janeiro;1553
Espanha;Rio de Janeiro;Fevereiro;1574
Espanha;Rio de Janeiro;Março;1710
Espanha;Rio de Janeiro;Abril;1862
Espanha;Rio de Janeiro;Maio;1356
Espanha;Rio de Janeiro;Junho;1212
Espanha;Rio de Janeiro;Julho;1734
Espanha;Rio de Janeiro;Agosto;2380
Espanha;Rio de Janeiro;Setembro;1467
Espanha;Rio de Janeiro;Outubro;1570
Espanha;Rio de Janeiro;Novembro;2117
Espanha;Rio de Janeiro;Dezembro;2124
Estônia;Rio de Janeiro;Janeiro;60
Estônia;Rio de Janeiro;Fevereiro;150
Estônia;Rio de Janeiro;Março;51
Estônia;Rio de Janeiro;Abril;26
Estônia;Rio de Janeiro;Maio;15
Estônia;Rio de Janeiro;Junho;22
Estônia;Rio de Janeiro;Julho;16
Estônia;Rio de Janeiro;Agosto;7
Estônia;Rio de Janeiro;Setembro;20
Estônia;Rio de Janeiro;Outubro;22
Estônia;Rio de Janeiro;Novembro;77
Estônia;Rio de Janeiro;Dezembro;48
Finlândia;Rio de Janeiro;Janeiro;204
Finlândia;Rio de Janeiro;Fevereiro;326
Finlândia;Rio de Janeiro;Março;195
Finlândia;Rio de Janeiro;Abril;87
Finlândia;Rio de Janeiro;Maio;83
Finlândia;Rio de Janeiro;Junho;107
Finlândia;Rio de Janeiro;Julho;66
Finlândia;Rio de Janeiro;Agosto;79
Finlândia;Rio de Janeiro;Setembro;104
Finlândia;Rio de Janeiro;Outubro;118
Finlândia;Rio de Janeiro;Novembro;222
Finlândia;Rio de Janeiro;Dezembro;232
França;Rio de Janeiro;Janeiro;4848
França;Rio de Janeiro;Fevereiro;9945
França;Rio de Janeiro;Março;7584
França;Rio de Janeiro;Abril;6167
França;Rio de Janeiro;Maio;4347
França;Rio de Janeiro;Junho;2942
França;Rio de Janeiro;Julho;6683
França;Rio de Janeiro;Agosto;7722
França;Rio de Janeiro;Setembro;3484
França;Rio de Janeiro;Outubro;6120
França;Rio de Janeiro;Novembro;5695
França;Rio de Janeiro;Dezembro;6107
Grécia;Rio de Janeiro;Janeiro;102
Grécia;Rio de Janeiro;Fevereiro;234
Grécia;Rio de Janeiro;Março;181
Grécia;Rio de Janeiro;Abril;198
Grécia;Rio de Janeiro;Maio;182
Grécia;Rio de Janeiro;Junho;164
Grécia;Rio de Janeiro;Julho;80
Grécia;Rio de Janeiro;Agosto;175
Grécia;Rio de Janeiro;Setembro;105
Grécia;Rio de Janeiro;Outubro;63
Grécia;Rio de Janeiro;Novembro;148
Grécia;Rio de Janeiro;Dezembro;283
Holanda;Rio de Janeiro;Janeiro;952
Holanda;Rio de Janeiro;Fevereiro;1015
Holanda;Rio de Janeiro;Março;971
Holanda;Rio de Janeiro;Abril;949
Holanda;Rio de Janeiro;Maio;802
Holanda;Rio de Janeiro;Junho;688
Holanda;Rio de Janeiro;Julho;1931
Holanda;Rio de Janeiro;Agosto;879
Holanda;Rio de Janeiro;Setembro;872
Holanda;Rio de Janeiro;Outubro;1612
Holanda;Rio de Janeiro;Novembro;1356
Holanda;Rio de Janeiro;Dezembro;1917
Hungria;Rio de Janeiro;Janeiro;315
Hungria;Rio de Janeiro;Fevereiro;570
Hungria;Rio de Janeiro;Março;414
Hungria;Rio de Janeiro;Abril;136
Hungria;Rio de Janeiro;Maio;136
Hungria;Rio de Janeiro;Junho;128
Hungria;Rio de Janeiro;Julho;77
Hungria;Rio de Janeiro;Agosto;120
Hungria;Rio de Janeiro;Setembro;95
Hungria;Rio de Janeiro;Outubro;162
Hungria;Rio de Janeiro;Novembro;153
Hungria;Rio de Janeiro;Dezembro;176
Irlanda;Rio de Janeiro;Janeiro;803
Irlanda;Rio de Janeiro;Fevereiro;806
Irlanda;Rio de Janeiro;Março;946
Irlanda;Rio de Janeiro;Abril;589
Irlanda;Rio de Janeiro;Maio;390
Irlanda;Rio de Janeiro;Junho;709
Irlanda;Rio de Janeiro;Julho;401
Irlanda;Rio de Janeiro;Agosto;459
Irlanda;Rio de Janeiro;Setembro;465
Irlanda;Rio de Janeiro;Outubro;550
Irlanda;Rio de Janeiro;Novembro;479
Irlanda;Rio de Janeiro;Dezembro;543
Itália;Rio de Janeiro;Janeiro;3266
Itália;Rio de Janeiro;Fevereiro;3382
Itália;Rio de Janeiro;Março;2939
Itália;Rio de Janeiro;Abril;3367
Itália;Rio de Janeiro;Maio;1875
Itália;Rio de Janeiro;Junho;1769
Itália;Rio de Janeiro;Julho;2178
Itália;Rio de Janeiro;Agosto;5304
Itália;Rio de Janeiro;Setembro;1770
Itália;Rio de Janeiro;Outubro;1902
Itália;Rio de Janeiro;Novembro;2644
Itália;Rio de Janeiro;Dezembro;4982
Letônia;Rio de Janeiro;Janeiro;33
Letônia;Rio de Janeiro;Fevereiro;87
Letônia;Rio de Janeiro;Março;61
Letônia;Rio de Janeiro;Abril;49
Letônia;Rio de Janeiro;Maio;29
Letônia;Rio de Janeiro;Junho;21
Letônia;Rio de Janeiro;Julho;12
Letônia;Rio de Janeiro;Agosto;18
Letônia;Rio de Janeiro;Setembro;30
Letônia;Rio de Janeiro;Outubro;52
Letônia;Rio de Janeiro;Novembro;60
Letônia;Rio de Janeiro;Dezembro;57
Lituânia;Rio de Janeiro;Janeiro;58
Lituânia;Rio de Janeiro;Fevereiro;78
Lituânia;Rio de Janeiro;Março;101
Lituânia;Rio de Janeiro;Abril;69
Lituânia;Rio de Janeiro;Maio;59
Lituânia;Rio de Janeiro;Junho;36
Lituânia;Rio de Janeiro;Julho;43
Lituânia;Rio de Janeiro;Agosto;46
Lituânia;Rio de Janeiro;Setembro;47
Lituânia;Rio de Janeiro;Outubro;55
Lituânia;Rio de Janeiro;Novembro;95
Lituânia;Rio de Janeiro;Dezembro;73
Luxemburgo;Rio de Janeiro;Janeiro;14
Luxemburgo;Rio de Janeiro;Fevereiro;64
Luxemburgo;Rio de Janeiro;Março;34
Luxemburgo;Rio de Janeiro;Abril;36
Luxemburgo;Rio de Janeiro;Maio;45
Luxemburgo;Rio de Janeiro;Junho;20
Luxemburgo;Rio de Janeiro;Julho;20
Luxemburgo;Rio de Janeiro;Agosto;47
Luxemburgo;Rio de Janeiro;Setembro;28
Luxemburgo;Rio de Janeiro;Outubro;27
Luxemburgo;Rio de Janeiro;Novembro;33
Luxemburgo;Rio de Janeiro;Dezembro;72
Noruega;Rio de Janeiro;Janeiro;451
Noruega;Rio de Janeiro;Fevereiro;606
Noruega;Rio de Janeiro;Março;549
Noruega;Rio de Janeiro;Abril;714
Noruega;Rio de Janeiro;Maio;349
Noruega;Rio de Janeiro;Junho;575
Noruega;Rio de Janeiro;Julho;731
Noruega;Rio de Janeiro;Agosto;425
Noruega;Rio de Janeiro;Setembro;507
Noruega;Rio de Janeiro;Outubro;652
Noruega;Rio de Janeiro;Novembro;763
Noruega;Rio de Janeiro;Dezembro;789
Outros países;Rio de Janeiro;Janeiro;158
Outros países;Rio de Janeiro;Fevereiro;139
Outros países;Rio de Janeiro;Março;281
Outros países;Rio de Janeiro;Abril;90
Outros países;Rio de Janeiro;Maio;96
Outros países;Rio de Janeiro;Junho;66
Outros países;Rio de Janeiro;Julho;89
Outros países;Rio de Janeiro;Agosto;75
Outros países;Rio de Janeiro;Setembro;92
Outros países;Rio de Janeiro;Outubro;199
Outros países;Rio de Janeiro;Novembro;175
Outros países;Rio de Janeiro;Dezembro;189
Polônia;Rio de Janeiro;Janeiro;798
Polônia;Rio de Janeiro;Fevereiro;1233
Polônia;Rio de Janeiro;Março;963
Polônia;Rio de Janeiro;Abril;559
Polônia;Rio de Janeiro;Maio;402
Polônia;Rio de Janeiro;Junho;378
Polônia;Rio de Janeiro;Julho;365
Polônia;Rio de Janeiro;Agosto;467
Polônia;Rio de Janeiro;Setembro;691
Polônia;Rio de Janeiro;Outubro;507
Polônia;Rio de Janeiro;Novembro;1163
Polônia;Rio de Janeiro;Dezembro;516
Portugal;Rio de Janeiro;Janeiro;2706
Portugal;Rio de Janeiro;Fevereiro;3266
Portugal;Rio de Janeiro;Março;3494
Portugal;Rio de Janeiro;Abril;3319
Portugal;Rio de Janeiro;Maio;1984
Portugal;Rio de Janeiro;Junho;1706
Portugal;Rio de Janeiro;Julho;1703
Portugal;Rio de Janeiro;Agosto;2654
Portugal;Rio de Janeiro;Setembro;2466
Portugal;Rio de Janeiro;Outubro;1936
Portugal;Rio de Janeiro;Novembro;2534
Portugal;Rio de Janeiro;Dezembro;3909
Reino Unido;Rio de Janeiro;Janeiro;3499
Reino Unido;Rio de Janeiro;Fevereiro;4760
Reino Unido;Rio de Janeiro;Março;5305
Reino Unido;Rio de Janeiro;Abril;4557
Reino Unido;Rio de Janeiro;Maio;3242
Reino Unido;Rio de Janeiro;Junho;2840
Reino Unido;Rio de Janeiro;Julho;3415
Reino Unido;Rio de Janeiro;Agosto;3832
Reino Unido;Rio de Janeiro;Setembro;4008
Reino Unido;Rio de Janeiro;Outubro;4066
Reino Unido;Rio de Janeiro;Novembro;4442
Reino Unido;Rio de Janeiro;Dezembro;4251
República Tcheca;Rio de Janeiro;Janeiro;260
República Tcheca;Rio de Janeiro;Fevereiro;370
República Tcheca;Rio de Janeiro;Março;422
República Tcheca;Rio de Janeiro;Abril;216
República Tcheca;Rio de Janeiro;Maio;110
República Tcheca;Rio de Janeiro;Junho;120
República Tcheca;Rio de Janeiro;Julho;103
República Tcheca;Rio de Janeiro;Agosto;97
República Tcheca;Rio de Janeiro;Setembro;115
República Tcheca;Rio de Janeiro;Outubro;236
República Tcheca;Rio de Janeiro;Novembro;479
República Tcheca;Rio de Janeiro;Dezembro;245
Romênia;Rio de Janeiro;Janeiro;290
Romênia;Rio de Janeiro;Fevereiro;342
Romênia;Rio de Janeiro;Março;398
Romênia;Rio de Janeiro;Abril;218
Romênia;Rio de Janeiro;Maio;185
Romênia;Rio de Janeiro;Junho;121
Romênia;Rio de Janeiro;Julho;61
Romênia;Rio de Janeiro;Agosto;111
Romênia;Rio de Janeiro;Setembro;156
Romênia;Rio de Janeiro;Outubro;303
Romênia;Rio de Janeiro;Novembro;379
Romênia;Rio de Janeiro;Dezembro;363
Rússia;Rio de Janeiro;Janeiro;816
Rússia;Rio de Janeiro;Fevereiro;1062
Rússia;Rio de Janeiro;Março;1340
Rússia;Rio de Janeiro;Abril;767
Rússia;Rio de Janeiro;Maio;562
Rússia;Rio de Janeiro;Junho;385
Rússia;Rio de Janeiro;Julho;275
Rússia;Rio de Janeiro;Agosto;325
Rússia;Rio de Janeiro;Setembro;475
Rússia;Rio de Janeiro;Outubro;789
Rússia;Rio de Janeiro;Novembro;1487
Rússia;Rio de Janeiro;Dezembro;1241
Sérvia;Rio de Janeiro;Janeiro;72
Sérvia;Rio de Janeiro;Fevereiro;96
Sérvia;Rio de Janeiro;Março;86
Sérvia;Rio de Janeiro;Abril;58
Sérvia;Rio de Janeiro;Maio;78
Sérvia;Rio de Janeiro;Junho;38
Sérvia;Rio de Janeiro;Julho;27
Sérvia;Rio de Janeiro;Agosto;63
Sérvia;Rio de Janeiro;Setembro;31
Sérvia;Rio de Janeiro;Outubro;60
Sérvia;Rio de Janeiro;Novembro;184
Sérvia;Rio de Janeiro;Dezembro;176
Suécia;Rio de Janeiro;Janeiro;875
Suécia;Rio de Janeiro;Fevereiro;1041
Suécia;Rio de Janeiro;Março;801
Suécia;Rio de Janeiro;Abril;603
Suécia;Rio de Janeiro;Maio;309
Suécia;Rio de Janeiro;Junho;603
Suécia;Rio de Janeiro;Julho;657
Suécia;Rio de Janeiro;Agosto;297
Suécia;Rio de Janeiro;Setembro;463
Suécia;Rio de Janeiro;Outubro;520
Suécia;Rio de Janeiro;Novembro;651
Suécia;Rio de Janeiro;Dezembro;997
Suíça;Rio de Janeiro;Janeiro;1133
Suíça;Rio de Janeiro;Fevereiro;1213
Suíça;Rio de Janeiro;Março;1178
Suíça;Rio de Janeiro;Abril;1185
Suíça;Rio de Janeiro;Maio;554
Suíça;Rio de Janeiro;Junho;577
Suíça;Rio de Janeiro;Julho;1495
Suíça;Rio de Janeiro;Agosto;797
Suíça;Rio de Janeiro;Setembro;912
Suíça;Rio de Janeiro;Outubro;1106
Suíça;Rio de Janeiro;Novembro;1132
Suíça;Rio de Janeiro;Dezembro;1803
Turquia;Rio de Janeiro;Janeiro;115
Turquia;Rio de Janeiro;Fevereiro;110
Turquia;Rio de Janeiro;Março;156
Turquia;Rio de Janeiro;Abril;93
Turquia;Rio de Janeiro;Maio;114
Turquia;Rio de Janeiro;Junho;103
Turquia;Rio de Janeiro;Julho;62
Turquia;Rio de Janeiro;Agosto;63
Turquia;Rio de Janeiro;Setembro;63
Turquia;Rio de Janeiro;Outubro;90
Turquia;Rio de Janeiro;Novembro;75
Turquia;Rio de Janeiro;Dezembro;153
Ucrânia;Rio de Janeiro;Janeiro;238
Ucrânia;Rio de Janeiro;Fevereiro;260
Ucrânia;Rio de Janeiro;Março;273
Ucrânia;Rio de Janeiro;Abril;155
Ucrânia;Rio de Janeiro;Maio;98
Ucrânia;Rio de Janeiro;Junho;143
Ucrânia;Rio de Janeiro;Julho;86
Ucrânia;Rio de Janeiro;Agosto;79
Ucrânia;Rio de Janeiro;Setembro;89
Ucrânia;Rio de Janeiro;Outubro;133
Ucrânia;Rio de Janeiro;Novembro;223
Ucrânia;Rio de Janeiro;Dezembro;261
Austrália;Rio de Janeiro;Janeiro;1706
Austrália;Rio de Janeiro;Fevereiro;1598
Austrália;Rio de Janeiro;Março;1958
Austrália;Rio de Janeiro;Abril;650
Austrália;Rio de Janeiro;Maio;573
Austrália;Rio de Janeiro;Junho;740
Austrália;Rio de Janeiro;Julho;768
Austrália;Rio de Janeiro;Agosto;838
Austrália;Rio de Janeiro;Setembro;1180
Austrália;Rio de Janeiro;Outubro;945
Austrália;Rio de Janeiro;Novembro;718
Austrália;Rio de Janeiro;Dezembro;1255
Nova Zelândia;Rio de Janeiro;Janeiro;81
Nova Zelândia;Rio de Janeiro;Fevereiro;98
Nova Zelândia;Rio de Janeiro;Março;140
Nova Zelândia;Rio de Janeiro;Abril;190
Nova Zelândia;Rio de Janeiro;Maio;145
Nova Zelândia;Rio de Janeiro;Junho;136
Nova Zelândia;Rio de Janeiro;Julho;153
Nova Zelândia;Rio de Janeiro;Agosto;151
Nova Zelândia;Rio de Janeiro;Setembro;211
Nova Zelândia;Rio de Janeiro;Outubro;121
Nova Zelândia;Rio de Janeiro;Novembro;152
Nova Zelândia;Rio de Janeiro;Dezembro;156
Outros países;Rio de Janeiro;Janeiro;1
Outros países;Rio de Janeiro;Fevereiro;1
Outros países;Rio de Janeiro;Março;6
Outros países;Rio de Janeiro;Abril;0
Outros países;Rio de Janeiro;Maio;1
Outros países;Rio de Janeiro;Junho;3
Outros países;Rio de Janeiro;Julho;0
Outros países;Rio de Janeiro;Agosto;1
Outros países;Rio de Janeiro;Setembro;11
Outros países;Rio de Janeiro;Outubro;0
Outros países;Rio de Janeiro;Novembro;2
Outros países;Rio de Janeiro;Dezembro;5
África do Sul;Rio de Janeiro;Janeiro;28
África do Sul;Rio de Janeiro;Fevereiro;4
África do Sul;Rio de Janeiro;Março;18
África do Sul;Rio de Janeiro;Abril;7
África do Sul;Rio de Janeiro;Maio;0
África do Sul;Rio de Janeiro;Junho;0
África do Sul;Rio de Janeiro;Julho;0
África do Sul;Rio de Janeiro;Agosto;1
África do Sul;Rio de Janeiro;Setembro;0
África do Sul;Rio de Janeiro;Outubro;1
África do Sul;Rio de Janeiro;Novembro;1
África do Sul;Rio de Janeiro;Dezembro;52
Angola;Rio de Janeiro;Janeiro;0
Angola;Rio de Janeiro;Fevereiro;0
Angola;Rio de Janeiro;Março;0
Angola;Rio de Janeiro;Abril;0
Angola;Rio de Janeiro;Maio;0
Angola;Rio de Janeiro;Junho;0
Angola;Rio de Janeiro;Julho;0
Angola;Rio de Janeiro;Agosto;0
Angola;Rio de Janeiro;Setembro;0
Angola;Rio de Janeiro;Outubro;0
Angola;Rio de Janeiro;Novembro;0
Angola;Rio de Janeiro;Dezembro;0
Cabo Verde;Rio de Janeiro;Janeiro;0
Cabo Verde;Rio de Janeiro;Fevereiro;0
Cabo Verde;Rio de Janeiro;Março;0
Cabo Verde;Rio de Janeiro;Abril;0
Cabo Verde;Rio de Janeiro;Maio;0
Cabo Verde;Rio de Janeiro;Junho;0
Cabo Verde;Rio de Janeiro;Julho;0
Cabo Verde;Rio de Janeiro;Agosto;0
Cabo Verde;Rio de Janeiro;Setembro;0
Cabo Verde;Rio de Janeiro;Outubro;0
Cabo Verde;Rio de Janeiro;Novembro;0
Cabo Verde;Rio de Janeiro;Dezembro;0
Egito;Rio de Janeiro;Janeiro;0
Egito;Rio de Janeiro;Fevereiro;0
Egito;Rio de Janeiro;Março;4
Egito;Rio de Janeiro;Abril;0
Egito;Rio de Janeiro;Maio;0
Egito;Rio de Janeiro;Junho;0
Egito;Rio de Janeiro;Julho;0
Egito;Rio de Janeiro;Agosto;0
Egito;Rio de Janeiro;Setembro;0
Egito;Rio de Janeiro;Outubro;0
Egito;Rio de Janeiro;Novembro;0
Egito;Rio de Janeiro;Dezembro;0
Gana;Rio de Janeiro;Janeiro;0
Gana;Rio de Janeiro;Fevereiro;0
Gana;Rio de Janeiro;Março;0
Gana;Rio de Janeiro;Abril;0
Gana;Rio de Janeiro;Maio;0
Gana;Rio de Janeiro;Junho;0
Gana;Rio de Janeiro;Julho;0
Gana;Rio de Janeiro;Agosto;0
Gana;Rio de Janeiro;Setembro;0
Gana;Rio de Janeiro;Outubro;0
Gana;Rio de Janeiro;Novembro;0
Gana;Rio de Janeiro;Dezembro;0
Marrocos;Rio de Janeiro;Janeiro;0
Marrocos;Rio de Janeiro;Fevereiro;0
Marrocos;Rio de Janeiro;Março;0
Marrocos;Rio de Janeiro;Abril;0
Marrocos;Rio de Janeiro;Maio;0
Marrocos;Rio de Janeiro;Junho;0
Marrocos;Rio de Janeiro;Julho;0
Marrocos;Rio de Janeiro;Agosto;0
Marrocos;Rio de Janeiro;Setembro;0
Marrocos;Rio de Janeiro;Outubro;0
Marrocos;Rio de Janeiro;Novembro;0
Marrocos;Rio de Janeiro;Dezembro;0
Moçambique;Rio de Janeiro;Janeiro;4
Moçambique;Rio de Janeiro;Fevereiro;0
Moçambique;Rio de Janeiro;Março;0
Moçambique;Rio de Janeiro;Abril;0
Moçambique;Rio de Janeiro;Maio;0
Moçambique;Rio de Janeiro;Junho;0
Moçambique;Rio de Janeiro;Julho;0
Moçambique;Rio de Janeiro;Agosto;0
Moçambique;Rio de Janeiro;Setembro;0
Moçambique;Rio de Janeiro;Outubro;0
Moçambique;Rio de Janeiro;Novembro;0
Moçambique;Rio de Janeiro;Dezembro;0
Nigéria;Rio de Janeiro;Janeiro;0
Nigéria;Rio de Janeiro;Fevereiro;0
Nigéria;Rio de Janeiro;Março;0
Nigéria;Rio de Janeiro;Abril;0
Nigéria;Rio de Janeiro;Maio;0
Nigéria;Rio de Janeiro;Junho;0
Nigéria;Rio de Janeiro;Julho;0
Nigéria;Rio de Janeiro;Agosto;0
Nigéria;Rio de Janeiro;Setembro;0
Nigéria;Rio de Janeiro;Outubro;0
Nigéria;Rio de Janeiro;Novembro;0
Nigéria;Rio de Janeiro;Dezembro;0
Outros países;Rio de Janeiro;Janeiro;0
Outros países;Rio de Janeiro;Fevereiro;0
Outros países;Rio de Janeiro;Março;10
Outros países;Rio de Janeiro;Abril;0
Outros países;Rio de Janeiro;Maio;0
Outros países;Rio de Janeiro;Junho;0
Outros países;Rio de Janeiro;Julho;0
Outros países;Rio de Janeiro;Agosto;0
Outros países;Rio de Janeiro;Setembro;0
Outros países;Rio de Janeiro;Outubro;0
Outros países;Rio de Janeiro;Novembro;0
Outros países;Rio de Janeiro;Dezembro;1
Quênia;Rio de Janeiro;Janeiro;0
Quênia;Rio de Janeiro;Fevereiro;0
Quênia;Rio de Janeiro;Março;11
Quênia;Rio de Janeiro;Abril;0
Quênia;Rio de Janeiro;Maio;0
Quênia;Rio de Janeiro;Junho;0
Quênia;Rio de Janeiro;Julho;0
Quênia;Rio de Janeiro;Agosto;0
Quênia;Rio de Janeiro;Setembro;0
Quênia;Rio de Janeiro;Outubro;0
Quênia;Rio de Janeiro;Novembro;0
Quênia;Rio de Janeiro;Dezembro;0
Tunísia;Rio de Janeiro;Janeiro;0
Tunísia;Rio de Janeiro;Fevereiro;2
Tunísia;Rio de Janeiro;Março;1
Tunísia;Rio de Janeiro;Abril;0
Tunísia;Rio de Janeiro;Maio;0
Tunísia;Rio de Janeiro;Junho;0
Tunísia;Rio de Janeiro;Julho;0
Tunísia;Rio de Janeiro;Agosto;0
Tunísia;Rio de Janeiro;Setembro;0
Tunísia;Rio de Janeiro;Outubro;0
Tunísia;Rio de Janeiro;Novembro;0
Tunísia;Rio de Janeiro;Dezembro;0
Costa Rica;Rio de Janeiro;Janeiro;7
Costa Rica;Rio de Janeiro;Fevereiro;1
Costa Rica;Rio de Janeiro;Março;4
Costa Rica;Rio de Janeiro;Abril;0
Costa Rica;Rio de Janeiro;Maio;0
Costa Rica;Rio de Janeiro;Junho;0
Costa Rica;Rio de Janeiro;Julho;0
Costa Rica;Rio de Janeiro;Agosto;0
Costa Rica;Rio de Janeiro;Setembro;0
Costa Rica;Rio de Janeiro;Outubro;0
Costa Rica;Rio de Janeiro;Novembro;0
Costa Rica;Rio de Janeiro;Dezembro;6
Cuba;Rio de Janeiro;Janeiro;2
Cuba;Rio de Janeiro;Fevereiro;3
Cuba;Rio de Janeiro;Março;0
Cuba;Rio de Janeiro;Abril;0
Cuba;Rio de Janeiro;Maio;0
Cuba;Rio de Janeiro;Junho;0
Cuba;Rio de Janeiro;Julho;0
Cuba;Rio de Janeiro;Agosto;0
Cuba;Rio de Janeiro;Setembro;0
Cuba;Rio de Janeiro;Outubro;0
Cuba;Rio de Janeiro;Novembro;0
Cuba;Rio de Janeiro;Dezembro;0
El Salvador;Rio de Janeiro;Janeiro;0
